entry_price,pnl,price,reason,side,size,symbol,timestamp
3123.95,-3.9540257271305035,3099.24440737983,stop_loss,sell,0.16004577538052786,ETH_USDT,2026-01-03T12:30:00
131.74,-4.016912170468698,130.6815181357847,stop_loss,sell,3.7949749601487777,SOL_USDT,2026-01-03T12:45:00
89942.0,-3.0989866784943643,89384.54188032572,stop_loss,sell,0.005559138111227236,BTC_USDT,2026-01-03T13:00:00
89576.5,-2.6505851599311727,90052.0,stop_loss,buy,0.005574311587657566,BTC_USDT,2026-01-03T19:45:00
130.24,7.053598313414463,132.08,take_profit,sell,3.8334773442469836,SOL_USDT,2026-01-04T02:45:00
3083.15,6.148376985241653,3121.1,take_profit,sell,0.162012568781072,ETH_USDT,2026-01-04T03:00:00
90184.0,2.5227348541894843,90639.5,take_profit,sell,0.005538386068473072,BTC_USDT,2026-01-04T05:30:00
132.84,8.72755638596079,135.16,take_profit,sell,3.7618777525693172,SOL_USDT,2026-01-04T20:30:00
135.28,-3.9938092361325093,134.2,stop_loss,sell,3.697971514937466,SOL_USDT,2026-01-05T00:30:00
91209.5,4.936015447737348,92109.5,take_profit,sell,0.005484461608597053,BTC_USDT,2026-01-05T06:15:00
3121.05,5.644251076867181,3156.3,take_profit,sell,0.16012059792531008,ETH_USDT,2026-01-05T06:15:00
133.6,7.033627009058994,135.48,take_profit,sell,3.741290962265431,SOL_USDT,2026-01-05T06:30:00
3191.2,-5.632771745166593,3155.298512961573,stop_loss,sell,0.15689522105693363,ETH_USDT,2026-01-05T11:15:00
136.32,-4.626713238712742,135.06,stop_loss,sell,3.671994633899028,SOL_USDT,2026-01-05T18:45:00
92959.5,6.326225901747093,94134.0,take_profit,sell,0.0053863140925901175,BTC_USDT,2026-01-06T00:15:00
3154.9,7.407816014445051,3201.65,take_profit,sell,0.15845595752823638,ETH_USDT,2026-01-06T00:15:00
133.8,13.750483434709412,137.48,take_profit,sell,3.7365444116058404,SOL_USDT,2026-01-06T00:45:00
94361.5,-4.146203483012047,93581.0,stop_loss,sell,0.0053122402088559215,BTC_USDT,2026-01-06T12:45:00
93274.0,-4.064056546046465,92517.0,stop_loss,sell,0.00536863480323179,BTC_USDT,2026-01-06T23:00:00
91635.5,10.415862305484351,93541.32646537958,take_profit,sell,0.005465273200207058,BTC_USDT,2026-01-07T02:45:00
93601.5,-4.706589573558674,92724.0,stop_loss,sell,0.005363634841662306,BTC_USDT,2026-01-07T14:30:00
3226.0,-6.5732392844277205,3183.6948752784124,stop_loss,sell,0.15537690357105846,ETH_USDT,2026-01-07T20:00:00
138.54,-8.700301740396528,136.13499689036377,stop_loss,sell,3.617584403752605,SOL_USDT,2026-01-07T20:45:00
3191.05,-6.380573370539909,3150.35,stop_loss,sell,0.156770844485009,ETH_USDT,2026-01-07T23:45:00
91940.0,-6.0269004082331845,90834.0,stop_loss,sell,0.005449277041802156,BTC_USDT,2026-01-08T11:30:00
3156.45,-7.335093340540043,3110.0856734909084,stop_loss,sell,0.1582055406132501,ETH_USDT,2026-01-08T12:30:00
3119.5,-7.696480233340704,3071.35,stop_loss,sell,0.15984382623760518,ETH_USDT,2026-01-08T20:00:00
135.7,-9.238720561033755,133.19037997179325,stop_loss,sell,3.6813224540749796,SOL_USDT,2026-01-08T20:15:00
3067.25,-6.938990253795076,3110.0,stop_loss,buy,0.1623155614922825,ETH_USDT,2026-01-08T22:15:00
135.24,17.592162275493482,140.02,take_profit,sell,3.6803686768814807,SOL_USDT,2026-01-09T09:15:00
140.48,-11.531273561259912,137.23114489729244,stop_loss,sell,3.5493345183815386,SOL_USDT,2026-01-09T20:15:00
3118.05,-6.892210896614434,3074.9,stop_loss,sell,0.15972678787055433,ETH_USDT,2026-01-09T20:30:00
90289.0,10.795808893257544,92242.0,take_profit,sell,0.005527807933055578,BTC_USDT,2026-01-12T08:30:00
136.98,20.984302352242306,142.76,take_profit,sell,3.6305021370661423,SOL_USDT,2026-01-12T08:30:00
92400.5,-5.60184195209028,91363.5,stop_loss,sell,0.005401969095554754,BTC_USDT,2026-01-12T14:00:00
143.52,-13.656907464119852,139.59300732537406,stop_loss,sell,3.4777012833161667,SOL_USDT,2026-01-12T14:15:00
90529.0,-7.050237145682644,91810.0,stop_loss,buy,0.00550369800599738,BTC_USDT,2026-01-12T21:45:00
92184.0,10.317357619940202,94094.5,take_profit,sell,0.005400344213525361,BTC_USDT,2026-01-14T03:30:00
3130.95,12.817972596848861,3211.65,take_profit,sell,0.1588348525012245,ETH_USDT,2026-01-14T03:30:00
139.86,26.3973798589865,147.28,take_profit,sell,3.5575983637448174,SOL_USDT,2026-01-14T21:30:00
147.94,-15.023966470707078,143.5,stop_loss,sell,3.3837762321412357,SOL_USDT,2026-01-15T20:45:00
95411.5,-10.918402878284363,93326.72106502837,stop_loss,sell,0.005237199347677084,BTC_USDT,2026-01-19T05:30:00
3314.8,-4.657783120627555,3283.9,stop_loss,sell,0.15073731781966154,ETH_USDT,2026-01-19T05:30:00
142.54,-16.68740119991852,137.7744194775324,stop_loss,sell,3.501651293319851,SOL_USDT,2026-01-19T05:30:00
3207.35,-12.314506819062753,3127.9,stop_loss,sell,0.15499693919525212,ETH_USDT,2026-01-20T12:15:00
92630.0,-11.163563905173723,90550.0,stop_loss,sell,0.005367098031333521,BTC_USDT,2026-01-20T20:30:00
3121.75,-11.723867216054202,3047.9,stop_loss,sell,0.1587524335281546,ETH_USDT,2026-01-20T20:30:00
133.3,-21.62945643995671,127.5,stop_loss,sell,3.7292166275787353,SOL_USDT,2026-01-20T22:00:00
3017.8,21.93746510828167,2883.9,take_profit,buy,0.1638346908758899,ETH_USDT,2026-01-25T23:30:00
90659.0,17.566730125736935,87437.0,take_profit,buy,0.00545211984039011,BTC_USDT,2026-01-26T00:00:00
